2007,36055773000,4556037600,31499735000
2008,36782690000,4740788700,32041902000
2009,36729414000,5236149000,31493265000
2010,38483840000,5177513000,33306330000
2011,39654470000,5218000000,34436470000
2012,40280640000,5345190000,34935450000
2013,40091250000,4858781700,35232470000
2014,40680480000,5214287400,35466195000
2015,41093472000,5630261000,35463213000
2016,40059020000,4598992000,35460026000
2017,40590442000,4564990000,36025455000
2018,41052090000,4285145900,36766945000
2019,41637618000,4597514000,37040103000
2020,39302922000,4295185400,35007738000
2021,41138123000,4321578000,36816544000
